;;;650;358;162;120;78;41;30;22;15;14;15;22;9;2;5;0
03.02.2020 21:12;03.02.2020 21:15;180;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:15;03.02.2020 21:16;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:16;03.02.2020 21:18;76;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:18;03.02.2020 21:18;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:19;03.02.2020 21:21;116;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:21;03.02.2020 21:22;52;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:22;03.02.2020 21:22;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:23;03.02.2020 21:23;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:24;03.02.2020 21:25;39;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:26;03.02.2020 21:28;158;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ
03.02.2020 21:29;03.02.2020 21:29;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:30;03.02.2020 21:30;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:30;03.02.2020 21:31;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:31;03.02.2020 21:32;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:32;03.02.2020 21:32;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:33;03.02.2020 21:33;32;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:33;03.02.2020 21:34;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:34;03.02.2020 21:34;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:35;03.02.2020 21:35;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:35;03.02.2020 21:36;24;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:36;03.02.2020 21:36;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:37;03.02.2020 21:37;54;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:38;03.02.2020 21:38;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:38;03.02.2020 21:39;43;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:39;03.02.2020 21:40;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:40;03.02.2020 21:40;17;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:41;03.02.2020 21:41;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:42;03.02.2020 21:42;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:43;03.02.2020 21:43;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:44;03.02.2020 21:44;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:45;03.02.2020 21:45;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:46;03.02.2020 21:46;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:47;03.02.2020 21:47;21;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:47;03.02.2020 21:48;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:48;03.02.2020 21:49;35;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:49;03.02.2020 21:49;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:50;03.02.2020 21:51;65;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:52;03.02.2020 21:53;71;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:53;03.02.2020 21:53;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:54;03.02.2020 21:54;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:55;03.02.2020 21:56;87;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:56;03.02.2020 21:57;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:57;03.02.2020 21:58;65;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:58;03.02.2020 21:59;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 21:59;03.02.2020 22:00;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:00;03.02.2020 22:00;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:01;03.02.2020 22:01;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:02;03.02.2020 22:04;120;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ
03.02.2020 22:04;03.02.2020 22:05;92;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:06;03.02.2020 22:06;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:06;03.02.2020 22:07;44;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:08;03.02.2020 22:08;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:09;03.02.2020 22:09;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:09;03.02.2020 22:10;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:10;03.02.2020 22:10;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:11;03.02.2020 22:15;253;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:15;03.02.2020 22:18;193;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:19;03.02.2020 22:24;302;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:24;03.02.2020 22:25;46;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:25;03.02.2020 22:26;77;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:27;03.02.2020 22:27;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:27;03.02.2020 22:29;106;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:29;03.02.2020 22:30;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:30;03.02.2020 22:32;84;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:32;03.02.2020 22:34;115;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:34;03.02.2020 22:36;109;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:36;03.02.2020 22:37;46;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:38;03.02.2020 22:38;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:39;03.02.2020 22:39;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:40;03.02.2020 22:41;62;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:41;03.02.2020 22:41;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:42;03.02.2020 22:42;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:42;03.02.2020 22:43;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:43;03.02.2020 22:45;128;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ
03.02.2020 22:46;03.02.2020 22:47;54;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:47;03.02.2020 22:53;332;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:53;03.02.2020 22:54;55;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:54;03.02.2020 22:55;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:55;03.02.2020 22:55;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:56;03.02.2020 22:56;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:56;03.02.2020 22:57;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:57;03.02.2020 22:58;81;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 22:59;03.02.2020 23:00;92;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:02;03.02.2020 23:02;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:02;03.02.2020 23:04;71;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:04;03.02.2020 23:04;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:04;03.02.2020 23:06;103;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:06;03.02.2020 23:07;33;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:07;03.02.2020 23:08;58;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:09;03.02.2020 23:09;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:09;03.02.2020 23:11;101;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:11;03.02.2020 23:12;49;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:12;03.02.2020 23:13;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:13;03.02.2020 23:13;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:14;03.02.2020 23:14;24;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:14;03.02.2020 23:16;111;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:17;03.02.2020 23:19;167;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:20;03.02.2020 23:22;120;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ
03.02.2020 23:22;03.02.2020 23:23;47;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:23;03.02.2020 23:23;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:24;03.02.2020 23:25;82;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:25;03.02.2020 23:26;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:26;03.02.2020 23:28;92;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:28;03.02.2020 23:28;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:29;03.02.2020 23:37;514;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:38;03.02.2020 23:38;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:38;03.02.2020 23:42;195;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:42;03.02.2020 23:43;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:43;03.02.2020 23:44;43;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:44;03.02.2020 23:45;55;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:45;03.02.2020 23:47;95;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:48;03.02.2020 23:48;35;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:49;03.02.2020 23:49;21;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:49;03.02.2020 23:50;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:50;03.02.2020 23:51;36;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
03.02.2020 23:51;03.02.2020 23:51;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
